Orthogroup	cleaned_Carassius_auratus.ASM336829v1.pep.all	cleaned_Cyprinus_carpio_carpio.Cypcar_WagV4.0.pep.all	cleaned_Larimichthys_crocea.L_crocea_2.0.pep.all	cleaned_Oryzias_sinensis.ASM858656v1.pep.all	cleaned_Sinocyclocheilus_anshuiensis.SAMN03320099.WGS_v1.1.pep.all	cleaned_Sinocyclocheilus_grahami.SAMN03320097.WGS_v1.1.pep.all	Total
OG0000000	193	174	33	56	36	25	517
OG0000001	71	284	2	4	71	58	490
OG0000002	186	120	24	37	57	62	486
OG0000003	145	136	0	1	57	92	431
OG0000004	99	83	17	6	80	78	363
OG0000005	2	333	1	0	1	16	353
OG0000006	55	271	5	9	9	4	353
OG0000007	203	79	0	0	33	34	349
OG0000008	80	180	1	0	14	15	290
OG0000009	79	49	20	1	55	69	273
OG0000010	95	60	7	19	41	43	265
OG0000011	76	63	18	3	19	31	210
OG0000012	114	54	10	2	10	10	200
OG0000013	137	12	34	11	0	5	199
OG0000014	82	51	1	1	35	27	197
OG0000015	29	24	35	27	28	49	192
OG0000016	68	23	1	2	49	43	186
OG0000017	57	69	0	0	21	33	180
OG0000018	33	15	62	31	19	15	175
OG0000019	100	48	3	0	10	13	174
OG0000020	41	25	18	23	30	37	174
OG0000021	0	0	0	173	0	0	173
OG0000022	140	29	0	0	0	2	171
OG0000023	158	3	0	0	2	2	165
OG0000024	97	18	1	1	28	19	164
OG0000025	48	35	9	3	37	31	163
OG0000026	147	11	0	0	0	0	158
OG0000027	46	15	39	29	9	20	158
OG0000028	87	55	8	1	1	3	155
OG0000029	30	22	13	7	33	50	155
OG0000030	124	19	0	1	0	10	154
OG0000031	36	38	9	4	37	27	151
OG0000032	41	40	10	10	23	27	151
OG0000033	47	39	8	1	30	26	151
OG0000034	42	23	10	20	18	34	147
OG0000035	52	34	22	2	21	15	146
OG0000036	34	36	1	12	32	30	145
OG0000037	54	47	0	0	14	27	142
OG0000038	29	31	15	13	17	35	140
OG0000039	49	43	3	0	21	24	140
OG0000040	53	34	1	5	23	23	139
OG0000041	37	29	10	4	40	19	139
OG0000042	26	39	10	10	24	30	139
OG0000043	21	20	9	21	30	38	139
OG0000044	30	57	12	2	13	24	138
OG0000045	44	27	11	12	25	19	138
OG0000046	53	51	1	0	16	16	137
OG0000047	43	24	12	4	20	32	135
OG0000048	28	30	10	10	29	27	134
OG0000049	28	56	0	44	2	1	131
OG0000050	24	30	10	4	38	23	129
OG0000051	36	31	10	9	23	19	128
OG0000052	41	33	10	1	23	19	127
OG0000053	43	38	11	5	18	10	125
OG0000054	24	56	3	0	23	18	124
OG0000055	21	23	7	9	34	29	123
OG0000056	36	7	8	5	37	30	123
OG0000057	35	31	0	32	12	13	123
OG0000058	3	9	45	40	10	15	122
OG0000059	45	18	12	7	18	22	122
OG0000060	106	8	4	1	1	2	122
OG0000061	52	25	9	5	17	14	122
OG0000062	37	17	27	1	15	25	122
OG0000063	25	27	9	0	34	24	119
OG0000064	32	28	8	9	12	30	119
OG0000065	101	14	0	0	2	2	119
OG0000066	40	33	11	1	19	14	118
OG0000067	29	34	10	10	8	27	118
OG0000068	90	16	0	3	1	7	117
OG0000069	22	22	2	4	34	33	117
OG0000070	20	20	20	18	19	20	117
OG0000071	33	29	9	10	15	20	116
OG0000072	25	28	10	11	13	28	115
OG0000073	20	26	10	8	23	28	115
OG0000074	37	24	19	5	18	12	115
OG0000075	27	20	8	1	35	23	114
OG0000076	37	42	2	2	17	14	114
OG0000077	27	22	10	10	22	22	113
OG0000078	18	33	9	1	34	18	113
OG0000079	27	39	10	3	12	21	112
OG0000080	63	18	0	0	15	16	112
OG0000081	25	25	10	8	20	24	112
OG0000082	26	25	9	3	29	19	111
OG0000083	21	27	10	6	17	30	111
OG0000084	41	41	10	3	9	7	111
OG0000085	25	18	9	7	33	19	111
OG0000086	39	20	8	9	15	20	111
OG0000087	0	0	64	47	0	0	111
OG0000088	0	95	1	0	7	7	110
OG0000089	30	26	10	10	16	18	110
OG0000090	18	24	10	0	29	29	110
OG0000091	24	15	5	14	22	29	109
OG0000092	23	24	7	9	25	21	109
OG0000093	28	35	10	8	9	19	109
OG0000094	30	20	10	10	19	20	109
OG0000095	27	15	18	10	20	18	108
OG0000096	26	32	7	4	14	25	108
OG0000097	22	66	3	1	7	9	108
OG0000098	33	13	3	7	31	21	108
OG0000099	32	27	3	1	28	17	108
OG0000100	30	19	18	11	20	10	108
OG0000101	36	15	10	10	19	18	108
OG0000102	19	17	16	5	19	32	108
OG0000103	38	20	10	10	19	10	107
OG0000104	34	32	8	1	16	16	107
OG0000105	24	31	9	11	21	11	107
OG0000106	29	19	10	9	20	20	107
OG0000107	38	19	10	8	13	19	107
OG0000108	37	46	3	18	2	0	106
OG0000109	6	79	1	6	5	9	106
OG0000110	58	16	2	1	14	15	106
OG0000111	30	20	10	10	18	18	106
OG0000112	31	20	10	5	20	20	106
OG0000113	30	24	6	3	25	18	106
OG0000114	28	18	10	10	19	20	105
OG0000115	26	19	10	10	20	19	104
OG0000116	36	19	10	10	20	9	104
OG0000117	19	14	9	1	33	27	103
OG0000118	16	25	8	6	24	24	103
OG0000119	29	25	10	1	18	20	103
OG0000120	26	22	15	16	7	17	103
OG0000121	30	31	0	1	26	14	102
OG0000122	17	20	24	9	20	12	102
OG0000123	66	18	0	0	9	9	102
OG0000124	34	19	10	10	20	9	102
OG0000125	29	29	3	4	18	19	102
OG0000126	17	19	19	7	20	20	102
OG0000127	29	19	10	8	17	19	102
OG0000128	31	11	11	11	15	23	102
OG0000129	24	66	1	1	5	4	101
OG0000130	24	26	10	10	20	11	101
OG0000131	19	23	4	9	27	19	101
OG0000132	19	19	9	7	24	23	101
OG0000133	2	87	1	0	4	7	101
OG0000134	31	14	9	20	16	10	100
OG0000135	16	20	10	5	29	20	100
OG0000136	28	13	10	10	20	19	100
OG0000137	35	23	7	2	18	15	100
OG0000138	20	20	10	10	20	20	100
OG0000139	24	20	15	10	11	20	100
OG0000140	32	25	4	11	12	15	99
OG0000141	30	20	10	9	11	19	99
OG0000142	20	20	12	11	19	17	99
OG0000143	20	20	10	9	20	20	99
OG0000144	20	19	10	10	20	20	99
OG0000145	17	18	18	12	17	17	99
OG0000146	18	18	21	10	18	14	99
OG0000147	29	20	10	4	19	17	99
OG0000148	22	19	9	10	20	19	99
OG0000149	22	15	2	20	19	21	99
OG0000150	32	19	10	4	14	20	99
OG0000151	20	18	10	10	20	20	98
OG0000152	30	19	9	10	20	10	98
OG0000153	38	19	10	2	19	10	98
OG0000154	24	28	5	8	17	16	98
OG0000155	24	20	10	9	18	17	98
OG0000156	20	20	10	10	19	19	98
OG0000157	20	19	10	9	20	20	98
OG0000158	10	20	14	18	16	20	98
OG0000159	20	18	10	10	20	20	98
OG0000160	20	19	10	10	20	19	98
OG0000161	39	6	0	1	28	23	97
OG0000162	19	18	10	10	20	20	97
OG0000163	28	19	10	7	14	19	97
OG0000164	13	18	16	20	12	18	97
OG0000165	37	29	10	6	5	10	97
OG0000166	28	26	7	6	19	11	97
OG0000167	27	28	7	3	15	17	97
OG0000168	25	16	10	10	18	18	97
OG0000169	30	20	10	10	19	8	97
OG0000170	38	20	9	9	20	1	97
OG0000171	30	19	10	0	17	20	96
OG0000172	25	17	9	8	22	15	96
OG0000173	20	20	10	10	20	16	96
OG0000174	30	20	10	10	17	9	96
OG0000175	35	19	9	10	14	9	96
OG0000176	26	29	6	10	15	10	96
OG0000177	20	20	8	10	20	18	96
OG0000178	18	23	7	10	19	19	96
OG0000179	30	15	9	6	16	20	96
OG0000180	25	20	7	10	15	19	96
OG0000181	20	20	8	8	20	20	96
OG0000182	0	0	89	7	0	0	96
OG0000183	21	19	9	10	19	17	95
OG0000184	24	30	11	0	15	15	95
OG0000185	23	25	9	4	22	12	95
OG0000186	20	20	8	10	17	20	95
OG0000187	20	18	17	10	20	10	95
OG0000188	28	20	10	2	15	20	95
OG0000189	21	14	20	19	12	9	95
OG0000190	20	20	10	6	20	19	95
OG0000191	20	20	10	10	18	17	95
OG0000192	20	29	10	5	14	17	95
OG0000193	19	20	10	8	20	18	95
OG0000194	20	18	18	1	19	19	95
OG0000195	25	14	19	7	14	16	95
OG0000196	26	20	10	4	19	15	94
OG0000197	25	19	9	7	19	15	94
OG0000198	19	19	8	8	20	20	94
OG0000199	30	20	9	6	14	15	94
OG0000200	38	17	0	0	20	19	94
OG0000201	26	29	10	0	19	10	94
OG0000202	23	28	5	7	21	10	94
OG0000203	28	26	4	8	17	11	94
OG0000204	29	20	10	10	20	5	94
OG0000205	17	20	10	9	20	18	94
OG0000206	56	14	0	0	3	21	94
OG0000207	20	20	8	10	16	20	94
OG0000208	16	20	10	10	19	19	94
OG0000209	14	20	10	10	20	19	93
OG0000210	17	20	8	9	20	19	93
OG0000211	30	20	3	0	20	20	93
OG0000212	31	18	10	0	18	16	93
OG0000213	15	19	10	10	20	19	93
OG0000214	33	18	9	1	17	15	93
OG0000215	40	20	10	0	7	16	93
OG0000216	87	6	0	0	0	0	93
OG0000217	18	20	2	6	24	23	93
OG0000218	15	17	6	6	22	27	93
OG0000219	23	17	10	10	13	20	93
OG0000220	26	18	10	9	20	10	93
OG0000221	20	20	10	9	14	20	93
OG0000222	20	20	10	10	13	20	93
OG0000223	24	14	9	9	18	19	93
OG0000224	26	20	7	1	20	19	93
OG0000225	19	18	10	7	19	20	93
OG0000226	19	19	10	7	19	18	92
OG0000227	19	18	10	6	19	20	92
OG0000228	20	20	10	10	16	16	92
OG0000229	30	19	10	2	14	17	92
OG0000230	29	20	10	10	18	5	92
OG0000231	20	17	1	1	29	24	92
OG0000232	25	20	4	3	26	14	92
OG0000233	19	17	9	10	17	20	92
OG0000234	15	11	8	9	26	23	92
OG0000235	20	18	10	10	19	15	92
OG0000236	26	18	7	5	20	16	92
OG0000237	12	28	10	7	21	14	92
OG0000238	11	15	7	10	26	23	92
OG0000239	18	19	10	10	18	17	92
OG0000240	27	18	9	6	18	14	92
OG0000241	19	20	7	17	5	23	91
OG0000242	27	20	10	3	15	16	91
OG0000243	18	16	10	10	17	20	91
OG0000244	28	20	10	2	20	11	91
OG0000245	17	19	10	5	20	20	91
OG0000246	30	20	8	3	18	12	91
OG0000247	10	13	0	0	17	51	91
OG0000248	29	12	9	1	20	20	91
OG0000249	21	19	10	1	20	20	91
OG0000250	27	16	9	1	18	20	91
OG0000251	24	17	9	17	13	11	91
OG0000252	21	30	6	8	17	9	91
OG0000253	27	18	8	5	19	14	91
OG0000254	16	27	10	5	13	20	91
OG0000255	15	19	10	8	19	20	91
OG0000256	35	16	10	10	10	10	91
OG0000257	26	16	2	7	20	20	91
OG0000258	20	20	10	8	20	13	91
OG0000259	28	16	10	10	12	15	91
OG0000260	22	29	3	4	15	18	91
OG0000261	29	14	10	0	17	20	90
OG0000262	19	18	9	7	17	20	90
OG0000263	24	14	7	9	18	18	90
OG0000264	23	35	0	0	11	21	90
OG0000265	23	20	7	0	20	20	90
OG0000266	26	19	10	7	9	19	90
OG0000267	20	20	8	11	18	13	90
OG0000268	30	19	10	10	11	10	90
OG0000269	27	19	8	10	17	9	90
OG0000270	20	19	15	1	15	20	90
OG0000271	33	18	7	2	14	16	90
OG0000272	21	33	1	3	21	11	90
OG0000273	16	20	9	10	19	16	90
OG0000274	26	19	9	6	20	10	90
OG0000275	17	19	19	7	18	10	90
OG0000276	28	17	9	9	19	8	90
OG0000277	18	20	9	10	20	13	90
OG0000278	10	20	20	11	14	15	90
OG0000279	19	11	10	10	20	19	89
OG0000280	26	37	9	10	4	3	89
OG0000281	19	18	10	9	18	15	89
OG0000282	20	14	10	9	20	16	89
OG0000283	25	17	0	0	13	34	89
OG0000284	18	17	20	20	2	12	89
OG0000285	3	8	1	17	39	21	89
OG0000286	24	24	10	9	15	7	89
OG0000287	22	12	8	9	11	27	89
OG0000288	30	19	10	10	10	10	89
OG0000289	24	19	10	1	17	18	89
OG0000290	19	20	10	7	18	15	89
OG0000291	20	20	10	2	17	20	89
OG0000292	19	23	6	4	15	22	89
OG0000293	18	20	10	10	19	12	89
OG0000294	15	11	9	16	19	19	89
OG0000295	19	19	10	9	17	15	89
OG0000296	20	19	10	9	20	11	89
OG0000297	20	20	9	10	20	10	89
OG0000298	20	20	10	0	18	20	88
OG0000299	19	16	8	7	19	19	88
OG0000300	25	20	10	8	5	20	88
OG0000301	23	18	5	7	19	16	88
OG0000302	13	17	17	14	20	7	88
OG0000303	33	18	8	3	15	11	88
OG0000304	17	19	20	1	19	12	88
OG0000305	20	20	10	10	13	15	88
OG0000306	29	18	10	8	4	19	88
OG0000307	20	20	9	10	19	10	88
OG0000308	20	18	10	9	13	18	88
OG0000309	29	21	6	7	11	14	88
OG0000310	18	18	9	6	20	17	88
OG0000311	35	20	20	2	1	10	88
OG0000312	22	42	7	5	6	6	88
OG0000313	20	20	9	1	20	18	88
OG0000314	17	18	10	10	15	18	88
OG0000315	19	20	17	4	9	19	88
OG0000316	20	18	10	10	10	20	88
OG0000317	19	18	9	5	17	20	88
OG0000318	14	19	9	10	17	19	88
OG0000319	19	15	10	8	19	17	88
OG0000320	17	16	8	10	16	20	87
OG0000321	18	19	10	0	20	20	87
OG0000322	18	20	10	0	19	20	87
OG0000323	19	20	10	0	18	20	87
OG0000324	17	13	10	10	18	19	87
OG0000325	21	14	9	7	17	19	87
OG0000326	18	17	9	10	20	13	87
OG0000327	20	19	10	8	16	14	87
OG0000328	14	12	20	15	9	17	87
OG0000329	19	16	8	10	19	15	87
OG0000330	26	20	10	10	2	19	87
OG0000331	19	20	10	8	14	16	87
OG0000332	24	19	8	6	10	20	87
OG0000333	20	20	6	3	20	18	87
OG0000334	20	28	9	1	19	10	87
OG0000335	29	19	7	10	18	4	87
OG0000336	8	14	9	9	17	30	87
OG0000337	18	18	10	10	14	17	87
OG0000338	11	18	9	10	19	20	87
OG0000339	28	20	3	2	13	21	87
OG0000340	19	27	20	0	12	9	87
OG0000341	14	17	10	9	18	19	87
OG0000342	16	14	8	10	20	19	87
OG0000343	26	13	10	8	20	10	87
OG0000344	20	20	10	3	20	14	87
OG0000345	10	20	18	13	17	9	87
OG0000346	20	14	10	9	15	19	87
OG0000347	16	18	10	10	13	20	87
OG0000348	26	18	5	5	16	17	87
OG0000349	18	19	5	5	20	20	87
OG0000350	36	22	6	3	8	11	86
OG0000351	15	19	9	14	16	13	86
OG0000352	29	17	3	7	18	12	86
OG0000353	16	19	10	8	20	13	86
OG0000354	20	19	10	9	8	20	86
OG0000355	14	20	10	8	18	16	86
OG0000356	18	18	10	0	20	20	86
OG0000357	20	20	9	1	18	18	86
OG0000358	15	15	4	10	18	24	86
OG0000359	19	20	13	7	13	14	86
OG0000360	25	18	9	6	11	17	86
OG0000361	16	20	10	0	20	20	86
OG0000362	18	31	10	3	13	11	86
OG0000363	23	20	7	2	20	14	86
OG0000364	17	16	18	0	24	11	86
OG0000365	24	28	4	3	17	10	86
OG0000366	27	20	10	10	5	14	86
OG0000367	18	19	5	9	17	18	86
OG0000368	16	15	17	9	18	11	86
OG0000369	19	20	10	2	16	19	86
OG0000370	26	19	10	10	11	10	86
OG0000371	29	22	7	5	15	8	86
OG0000372	15	20	9	8	17	17	86
OG0000373	23	19	3	7	19	15	86
OG0000374	16	20	10	10	18	12	86
OG0000375	24	16	9	8	12	17	86
OG0000376	28	13	10	10	7	18	86
OG0000377	18	18	17	10	15	8	86
OG0000378	17	15	10	4	20	20	86
OG0000379	16	20	10	8	20	12	86
OG0000380	19	20	6	2	19	20	86
OG0000381	19	19	9	1	19	19	86
OG0000382	10	10	5	32	15	14	86
OG0000383	18	20	9	8	14	16	85
OG0000384	23	20	7	7	9	19	85
OG0000385	22	13	9	10	12	19	85
OG0000386	19	19	6	10	14	17	85
OG0000387	19	20	10	0	20	16	85
OG0000388	28	21	8	2	11	15	85
OG0000389	12	20	9	9	15	20	85
OG0000390	18	20	7	10	20	10	85
OG0000391	16	21	10	10	16	12	85
OG0000392	20	20	9	9	21	6	85
OG0000393	22	19	7	0	18	19	85
OG0000394	26	19	10	2	15	13	85
OG0000395	27	23	6	5	16	8	85
OG0000396	25	18	6	1	20	15	85
OG0000397	27	18	8	1	15	16	85
OG0000398	8	16	19	19	12	11	85
OG0000399	21	20	7	7	10	20	85
OG0000400	25	18	10	1	15	16	85
OG0000401	24	14	4	3	20	20	85
OG0000402	28	19	4	8	11	15	85
OG0000403	17	20	7	7	18	16	85
OG0000404	20	10	4	7	19	25	85
OG0000405	12	14	10	10	20	19	85
OG0000406	20	19	8	8	15	15	85
OG0000407	19	19	10	9	19	9	85
OG0000408	24	11	6	10	18	16	85
OG0000409	14	18	8	8	17	20	85
OG0000410	0	84	0	0	1	0	85
OG0000411	19	20	10	9	20	6	84
OG0000412	21	19	8	7	19	10	84
OG0000413	19	20	10	7	15	13	84
OG0000414	29	20	7	5	13	10	84
OG0000415	25	20	9	4	20	6	84
OG0000416	19	17	8	0	20	20	84
OG0000417	19	15	10	2	19	19	84
OG0000418	31	15	10	1	18	9	84
OG0000419	27	16	10	3	10	18	84
OG0000420	16	15	10	10	16	17	84
OG0000421	17	13	10	10	18	16	84
OG0000422	29	20	10	5	6	14	84
OG0000423	29	20	10	12	10	3	84
OG0000424	18	20	10	9	18	9	84
OG0000425	12	16	9	9	19	19	84
OG0000426	13	19	10	10	14	18	84
OG0000427	18	17	10	8	20	11	84
OG0000428	20	20	4	10	13	17	84
OG0000429	10	19	10	9	19	17	84
OG0000430	20	16	10	10	11	17	84
OG0000431	19	19	7	7	15	17	84
OG0000432	15	17	11	8	15	18	84
OG0000433	18	14	9	10	17	16	84
OG0000434	18	19	9	8	10	20	84
OG0000435	20	18	11	12	14	9	84
OG0000436	26	18	10	3	15	11	83
OG0000437	17	17	10	8	20	11	83
OG0000438	24	19	10	10	10	10	83
OG0000439	15	16	7	10	15	20	83
OG0000440	20	14	10	2	19	18	83
OG0000441	20	19	10	9	19	6	83
OG0000442	15	19	7	8	15	19	83
OG0000443	28	15	9	1	15	15	83
OG0000444	40	32	1	0	4	6	83
OG0000445	18	20	4	1	20	20	83
OG0000446	20	17	10	10	16	10	83
OG0000447	27	20	8	3	12	13	83
OG0000448	25	19	10	0	14	15	83
OG0000449	16	17	10	9	11	20	83
OG0000450	13	18	6	10	17	19	83
OG0000451	15	24	8	5	11	20	83
OG0000452	16	19	9	8	12	19	83
OG0000453	28	20	2	5	18	10	83
OG0000454	15	19	7	7	15	20	83
OG0000455	20	20	10	10	17	6	83
OG0000456	18	19	10	7	10	19	83
OG0000457	14	14	10	10	16	19	83
OG0000458	14	20	10	5	18	16	83
OG0000459	18	20	10	7	18	10	83
OG0000460	22	19	10	10	11	10	82
OG0000461	10	19	9	10	14	20	82
OG0000462	17	20	8	2	20	15	82
OG0000463	19	17	1	7	19	19	82
OG0000464	24	16	7	4	13	18	82
OG0000465	13	20	7	8	14	20	82
OG0000466	13	15	9	10	16	19	82
OG0000467	29	23	2	3	8	17	82
OG0000468	17	29	6	9	14	7	82
OG0000469	27	20	10	0	8	17	82
OG0000470	23	23	7	7	9	13	82
OG0000471	22	14	10	10	13	13	82
OG0000472	20	19	10	8	15	10	82
OG0000473	27	17	6	0	20	12	82
OG0000474	16	20	8	4	14	20	82
OG0000475	18	22	5	0	11	26	82
OG0000476	25	20	10	6	1	20	82
OG0000477	20	20	2	2	16	22	82
OG0000478	15	20	7	9	16	15	82
OG0000479	26	15	5	1	15	20	82
OG0000480	18	19	9	6	11	19	82
OG0000481	18	17	10	10	10	17	82
OG0000482	17	20	6	7	15	17	82
OG0000483	24	18	8	9	10	13	82
OG0000484	27	19	10	0	6	20	82
OG0000485	22	20	6	3	12	19	82
OG0000486	22	20	8	9	15	8	82
OG0000487	17	19	9	7	15	15	82
OG0000488	16	12	10	9	19	16	82
OG0000489	17	19	9	9	15	13	82
OG0000490	12	20	9	7	14	20	82
OG0000491	20	18	8	2	24	10	82
OG0000492	23	19	10	4	15	11	82
OG0000493	16	20	9	5	18	14	82
OG0000494	12	18	10	10	17	15	82
OG0000495	21	18	6	8	11	18	82
OG0000496	14	36	3	5	13	11	82
OG0000497	18	18	10	10	18	8	82
OG0000498	31	19	8	14	4	6	82
OG0000499	19	12	19	9	16	7	82
OG0000500	20	20	10	9	11	12	82
OG0000501	10	20	10	3	19	20	82
OG0000502	14	20	6	10	14	17	81
OG0000503	20	20	9	0	15	17	81
OG0000504	24	19	7	0	20	11	81
OG0000505	26	19	10	2	12	12	81
OG0000506	23	11	10	10	11	16	81
OG0000507	20	20	10	10	11	10	81
OG0000508	17	16	10	10	18	10	81
OG0000509	9	15	7	4	24	22	81
OG0000510	18	19	10	10	14	10	81
OG0000511	15	15	10	10	20	11	81
OG0000512	21	19	10	8	10	13	81
OG0000513	21	20	8	0	19	13	81
OG0000514	15	6	10	2	18	30	81
OG0000515	19	18	10	5	19	10	81
OG0000516	19	15	10	7	20	10	81
OG0000517	20	20	6	5	20	10	81
OG0000518	16	14	6	10	17	18	81
OG0000519	24	19	10	4	5	19	81
OG0000520	9	12	10	10	20	20	81
OG0000521	20	20	8	0	20	13	81
OG0000522	20	20	10	3	18	10	81
OG0000523	30	20	5	1	8	17	81
OG0000524	18	16	10	7	17	13	81
OG0000525	20	18	10	6	14	13	81
OG0000526	22	13	10	10	13	13	81
OG0000527	19	20	7	0	17	18	81
OG0000528	29	16	10	10	7	9	81
OG0000529	28	18	9	6	19	1	81
OG0000530	20	26	10	9	4	12	81
OG0000531	20	21	5	8	15	12	81
OG0000532	17	20	8	10	7	19	81
OG0000533	16	18	8	2	17	20	81
OG0000534	15	18	10	10	17	11	81
OG0000535	18	19	10	7	11	16	81
OG0000536	9	18	10	10	18	16	81
OG0000537	17	18	14	6	7	19	81
OG0000538	16	19	8	0	20	18	81
OG0000539	17	15	9	7	20	13	81
OG0000540	21	18	10	8	14	10	81
OG0000541	21	20	10	10	15	5	81
OG0000542	25	20	10	0	19	7	81
OG0000543	19	13	10	10	9	19	80
OG0000544	20	20	10	7	11	12	80
OG0000545	27	13	8	7	19	6	80
OG0000546	16	19	9	9	12	15	80
OG0000547	16	18	10	10	8	18	80
OG0000548	35	10	11	1	11	12	80
OG0000549	19	13	8	8	21	11	80
OG0000550	31	21	10	10	5	3	80
OG0000551	21	47	0	0	2	10	80
OG0000552	30	20	0	0	20	10	80
OG0000553	15	18	5	4	20	18	80
OG0000554	16	15	10	5	18	16	80
OG0000555	23	10	8	2	18	19	80
OG0000556	17	18	8	12	10	15	80
OG0000557	20	16	10	10	17	7	80
OG0000558	15	17	10	10	18	10	80
OG0000559	18	15	8	8	20	11	80
OG0000560	19	18	5	0	20	18	80
OG0000561	18	17	10	9	20	6	80
OG0000562	18	19	10	5	18	10	80
OG0000563	10	19	10	9	17	15	80
OG0000564	13	26	2	2	17	20	80
OG0000565	32	20	5	1	7	15	80
OG0000566	15	20	9	10	12	14	80
OG0000567	20	16	10	3	13	18	80
OG0000568	13	20	10	10	17	10	80
OG0000569	19	18	6	18	9	10	80
OG0000570	30	17	8	10	8	7	80
OG0000571	13	18	19	9	17	4	80
OG0000572	19	20	10	5	17	9	80
OG0000573	17	19	7	2	18	17	80
OG0000574	18	22	7	8	16	9	80
OG0000575	26	20	7	0	13	14	80
OG0000576	18	20	9	8	16	9	80
OG0000577	27	13	10	10	9	11	80
OG0000578	25	19	10	10	12	4	80
OG0000579	19	19	10	8	19	4	79
OG0000580	21	15	10	4	10	19	79
OG0000581	27	20	10	1	4	17	79
OG0000582	18	16	10	7	10	18	79
OG0000583	11	9	14	17	6	22	79
OG0000584	18	20	7	4	17	13	79
OG0000585	20	20	10	8	1	20	79
OG0000586	29	23	6	1	20	0	79
OG0000587	18	19	9	3	20	10	79
OG0000588	19	20	0	0	20	20	79
OG0000589	17	17	10	9	17	9	79
OG0000590	18	17	10	10	14	10	79
OG0000591	16	17	10	5	17	14	79
OG0000592	20	18	6	10	13	12	79
OG0000593	20	20	10	10	6	13	79
OG0000594	17	20	15	10	7	10	79
OG0000595	18	19	10	9	15	8	79
OG0000596	24	20	10	0	15	10	79
OG0000597	14	18	9	10	9	19	79
OG0000598	18	15	6	1	15	24	79
OG0000599	27	18	5	5	14	10	79
OG0000600	17	18	10	9	12	13	79
OG0000601	15	16	9	7	16	16	79
OG0000602	17	17	10	8	10	17	79
OG0000603	29	17	10	9	4	10	79
OG0000604	11	17	10	7	18	16	79
OG0000605	19	20	10	7	5	18	79
OG0000606	18	16	10	8	15	12	79
OG0000607	20	20	10	9	10	10	79
OG0000608	18	19	20	10	11	1	79
OG0000609	22	20	7	2	13	15	79
OG0000610	13	17	10	4	18	17	79
OG0000611	13	19	9	2	18	18	79
OG0000612	17	18	10	7	14	13	79
OG0000613	18	16	10	7	18	10	79
OG0000614	7	20	10	10	20	11	78
OG0000615	15	20	10	10	3	20	78
OG0000616	20	16	2	10	20	10	78
OG0000617	20	19	10	6	13	10	78
OG0000618	28	20	10	4	3	13	78
OG0000619	20	19	10	10	8	11	78
OG0000620	19	16	10	8	16	9	78
OG0000621	24	19	10	10	5	10	78
OG0000622	25	19	5	0	12	17	78
OG0000623	7	15	10	8	19	19	78
OG0000624	13	20	10	2	14	19	78
OG0000625	23	14	9	10	11	11	78
OG0000626	19	18	8	7	20	6	78
OG0000627	23	15	10	9	13	8	78
OG0000628	24	20	4	8	9	13	78
OG0000629	31	16	6	2	12	11	78
OG0000630	16	20	7	6	17	12	78
OG0000631	15	17	10	7	13	16	78
OG0000632	20	20	10	10	17	1	78
OG0000633	13	14	10	6	17	18	78
OG0000634	10	19	8	7	20	14	78
OG0000635	16	18	9	9	12	14	78
OG0000636	15	20	8	8	16	11	78
OG0000637	19	20	10	6	8	15	78
OG0000638	23	20	10	1	11	13	78
OG0000639	19	20	10	1	14	14	78
OG0000640	17	18	8	5	20	10	78
OG0000641	25	20	10	1	3	19	78
OG0000642	10	19	10	8	20	11	78
OG0000643	17	18	9	9	15	10	78
OG0000644	12	15	7	9	21	14	78
OG0000645	18	16	6	5	19	14	78
OG0000646	19	19	2	10	19	9	78
OG0000647	18	17	8	7	13	15	78
OG0000648	12	18	8	3	17	20	78
OG0000649	27	15	6	3	9	18	78
OG0000650	21	19	6	1	18	13	78
OG0000651	19	20	10	0	20	9	78
OG0000652	9	10	0	0	19	39	77
OG0000653	18	20	10	10	9	10	77
OG0000654	20	20	1	1	16	19	77
OG0000655	17	16	10	4	20	10	77
OG0000656	19	18	8	7	13	12	77
OG0000657	13	16	10	10	13	15	77
OG0000658	15	18	10	9	5	20	77
OG0000659	19	20	9	0	12	17	77
OG0000660	1	60	1	6	2	7	77
OG0000661	19	17	9	0	17	15	77
OG0000662	17	15	7	4	17	17	77
OG0000663	7	18	3	10	20	19	77
OG0000664	18	20	10	4	7	18	77
OG0000665	20	19	9	4	14	11	77
OG0000666	20	18	4	3	17	15	77
OG0000667	25	20	10	10	10	2	77
OG0000668	15	22	5	7	15	13	77
OG0000669	16	19	10	10	19	3	77
OG0000670	20	18	8	1	20	10	77
OG0000671	10	19	10	7	14	17	77
OG0000672	12	16	5	9	19	16	77
OG0000673	14	20	9	10	11	13	77
OG0000674	20	19	7	7	15	9	77
OG0000675	20	13	13	1	15	15	77
OG0000676	15	14	10	9	16	13	77
OG0000677	12	21	5	4	16	19	77
OG0000678	22	20	5	1	14	15	77
OG0000679	20	11	10	9	16	11	77
OG0000680	19	15	10	10	3	20	77
OG0000681	20	20	10	10	9	8	77
OG0000682	25	19	9	9	11	4	77
OG0000683	18	18	10	10	11	10	77
OG0000684	18	18	2	1	16	22	77
OG0000685	15	17	9	11	12	13	77
OG0000686	22	17	10	10	1	17	77
OG0000687	16	14	7	10	15	15	77
