Orthogroup	cleaned_Carassius_auratus.ASM336829v1.pep.all	cleaned_Cyprinus_carpio_carpio.Cypcar_WagV4.0.pep.all	cleaned_Larimichthys_crocea.L_crocea_2.0.pep.all	cleaned_Oryzias_sinensis.ASM858656v1.pep.all	cleaned_Sinocyclocheilus_anshuiensis.SAMN03320099.WGS_v1.1.pep.all	cleaned_Sinocyclocheilus_grahami.SAMN03320097.WGS_v1.1.pep.all	Total
OG0031217	0	2	0	0	0	0	2
OG0031218	0	2	0	0	0	0	2
OG0031219	0	2	0	0	0	0	2
OG0031220	0	2	0	0	0	0	2
OG0031221	0	2	0	0	0	0	2
OG0031222	0	2	0	0	0	0	2
OG0031223	0	2	0	0	0	0	2
OG0031224	0	1	0	1	0	0	2
OG0031225	0	2	0	0	0	0	2
OG0031226	0	2	0	0	0	0	2
OG0031227	0	2	0	0	0	0	2
OG0031228	0	2	0	0	0	0	2
OG0031229	0	2	0	0	0	0	2
OG0031230	0	1	1	0	0	0	2
OG0031231	0	2	0	0	0	0	2
OG0031232	0	2	0	0	0	0	2
OG0031233	0	2	0	0	0	0	2
OG0031234	0	1	0	0	1	0	2
OG0031235	0	1	0	0	1	0	2
OG0031236	0	1	0	0	0	1	2
OG0031237	0	2	0	0	0	0	2
OG0031238	0	2	0	0	0	0	2
OG0031239	0	2	0	0	0	0	2
OG0031240	0	2	0	0	0	0	2
OG0031241	0	1	0	0	0	1	2
OG0031242	0	2	0	0	0	0	2
OG0031243	0	2	0	0	0	0	2
OG0031244	0	1	0	0	0	1	2
OG0031245	0	2	0	0	0	0	2
OG0031246	0	2	0	0	0	0	2
OG0031247	0	2	0	0	0	0	2
OG0031248	0	2	0	0	0	0	2
OG0031249	0	1	0	0	0	1	2
OG0031250	0	2	0	0	0	0	2
OG0031251	0	2	0	0	0	0	2
OG0031252	0	2	0	0	0	0	2
OG0031253	0	1	0	0	1	0	2
OG0031254	0	1	0	0	0	1	2
OG0031255	0	2	0	0	0	0	2
OG0031256	0	2	0	0	0	0	2
OG0031257	0	1	0	0	1	0	2
OG0031258	0	2	0	0	0	0	2
OG0031259	0	2	0	0	0	0	2
OG0031260	0	2	0	0	0	0	2
OG0031261	0	1	0	0	1	0	2
OG0031262	0	2	0	0	0	0	2
OG0031263	0	2	0	0	0	0	2
OG0031264	0	2	0	0	0	0	2
OG0031265	0	1	0	0	1	0	2
OG0031266	0	1	0	0	1	0	2
OG0031267	0	1	1	0	0	0	2
OG0031268	0	1	0	0	0	1	2
OG0031269	0	1	0	0	1	0	2
OG0031270	0	2	0	0	0	0	2
OG0031271	0	2	0	0	0	0	2
OG0031272	0	2	0	0	0	0	2
OG0031273	0	2	0	0	0	0	2
OG0031274	0	2	0	0	0	0	2
OG0031275	0	1	0	0	1	0	2
OG0031276	0	2	0	0	0	0	2
OG0031277	0	1	0	1	0	0	2
OG0031278	0	2	0	0	0	0	2
OG0031279	0	1	0	0	1	0	2
OG0031280	0	1	1	0	0	0	2
OG0031281	0	1	0	0	1	0	2
OG0031282	0	1	0	0	1	0	2
OG0031283	0	2	0	0	0	0	2
OG0031284	0	2	0	0	0	0	2
OG0031285	0	2	0	0	0	0	2
OG0031286	0	2	0	0	0	0	2
OG0031287	0	1	0	0	0	1	2
OG0031288	0	2	0	0	0	0	2
OG0031289	0	1	0	0	1	0	2
OG0031290	0	1	0	0	0	1	2
OG0031291	0	2	0	0	0	0	2
OG0031292	0	1	0	1	0	0	2
OG0031293	0	2	0	0	0	0	2
OG0031294	0	2	0	0	0	0	2
OG0031295	0	2	0	0	0	0	2
OG0031296	0	2	0	0	0	0	2
OG0031297	0	1	0	0	0	1	2
OG0031298	0	2	0	0	0	0	2
OG0031299	0	1	0	0	0	1	2
OG0031300	0	2	0	0	0	0	2
OG0031301	0	1	0	1	0	0	2
OG0031302	0	1	0	0	0	1	2
OG0031303	0	2	0	0	0	0	2
OG0031304	0	2	0	0	0	0	2
OG0031305	0	1	0	0	1	0	2
OG0031306	0	2	0	0	0	0	2
OG0031307	0	1	0	0	1	0	2
OG0031308	0	1	0	0	1	0	2
OG0031309	0	2	0	0	0	0	2
OG0031310	0	1	0	0	0	1	2
OG0031311	0	2	0	0	0	0	2
OG0031312	0	2	0	0	0	0	2
OG0031313	0	1	0	0	0	1	2
OG0031314	0	2	0	0	0	0	2
OG0031315	0	2	0	0	0	0	2
OG0031316	0	2	0	0	0	0	2
OG0031317	0	2	0	0	0	0	2
OG0031318	0	2	0	0	0	0	2
OG0031319	0	1	0	0	0	1	2
OG0031320	0	2	0	0	0	0	2
OG0031321	0	2	0	0	0	0	2
OG0031322	0	2	0	0	0	0	2
OG0031323	0	1	1	0	0	0	2
OG0031324	0	1	0	0	1	0	2
OG0031325	0	1	0	0	1	0	2
OG0031326	0	1	0	0	0	1	2
OG0031327	0	1	0	1	0	0	2
OG0031328	0	2	0	0	0	0	2
OG0031329	0	1	0	0	1	0	2
OG0031330	0	2	0	0	0	0	2
OG0031331	0	2	0	0	0	0	2
OG0031332	0	1	0	0	0	1	2
OG0031333	0	2	0	0	0	0	2
OG0031334	0	2	0	0	0	0	2
OG0031335	0	1	0	0	1	0	2
OG0031336	0	1	0	0	0	1	2
OG0031337	0	1	0	0	0	1	2
OG0031338	0	2	0	0	0	0	2
OG0031339	0	1	0	0	0	1	2
OG0031340	0	1	0	0	0	1	2
OG0031341	0	2	0	0	0	0	2
OG0031342	0	2	0	0	0	0	2
OG0031343	0	1	0	0	0	1	2
OG0031344	0	2	0	0	0	0	2
OG0031345	0	2	0	0	0	0	2
OG0031346	0	2	0	0	0	0	2
OG0031347	0	2	0	0	0	0	2
OG0031348	0	1	0	0	1	0	2
OG0031349	0	2	0	0	0	0	2
OG0031350	0	1	0	0	1	0	2
OG0031351	0	1	0	0	0	1	2
OG0031352	0	1	0	0	0	1	2
OG0031353	0	1	0	0	0	1	2
OG0031354	0	2	0	0	0	0	2
OG0031355	0	2	0	0	0	0	2
OG0031356	0	1	0	0	1	0	2
OG0031357	0	2	0	0	0	0	2
OG0031358	0	2	0	0	0	0	2
OG0031359	0	1	0	0	1	0	2
OG0031360	0	1	0	0	1	0	2
OG0031361	0	2	0	0	0	0	2
OG0031362	0	2	0	0	0	0	2
OG0031363	0	2	0	0	0	0	2
OG0031364	0	2	0	0	0	0	2
OG0031365	0	2	0	0	0	0	2
OG0031366	0	2	0	0	0	0	2
OG0031367	0	1	0	0	1	0	2
OG0031368	0	2	0	0	0	0	2
OG0031369	0	1	0	1	0	0	2
OG0031370	0	1	0	0	1	0	2
OG0031371	0	1	0	0	1	0	2
OG0031372	0	2	0	0	0	0	2
OG0031373	0	1	0	0	1	0	2
OG0031374	0	2	0	0	0	0	2
OG0031375	0	2	0	0	0	0	2
OG0031376	0	1	0	0	1	0	2
OG0031377	0	2	0	0	0	0	2
OG0031378	0	1	0	0	0	1	2
OG0031379	0	2	0	0	0	0	2
OG0031380	0	2	0	0	0	0	2
OG0031381	0	1	0	0	1	0	2
OG0031382	0	1	0	0	1	0	2
OG0031383	0	2	0	0	0	0	2
OG0031384	0	2	0	0	0	0	2
OG0031385	0	2	0	0	0	0	2
OG0031386	0	2	0	0	0	0	2
OG0031387	0	1	1	0	0	0	2
OG0031388	0	2	0	0	0	0	2
OG0031389	0	2	0	0	0	0	2
OG0031390	0	1	0	0	1	0	2
OG0031391	0	2	0	0	0	0	2
OG0031392	0	2	0	0	0	0	2
OG0031393	0	2	0	0	0	0	2
OG0031394	0	1	0	0	1	0	2
OG0031395	0	1	0	0	1	0	2
OG0031396	0	1	0	0	1	0	2
OG0031397	0	2	0	0	0	0	2
OG0031398	0	0	1	1	0	0	2
OG0031399	0	0	1	1	0	0	2
OG0031400	0	0	1	1	0	0	2
OG0031401	0	0	2	0	0	0	2
OG0031402	0	0	1	1	0	0	2
OG0031403	0	0	1	1	0	0	2
OG0031404	0	0	2	0	0	0	2
OG0031405	0	0	1	0	1	0	2
OG0031406	0	0	2	0	0	0	2
OG0031407	0	0	1	1	0	0	2
OG0031408	0	0	1	1	0	0	2
OG0031409	0	0	1	1	0	0	2
OG0031410	0	0	1	1	0	0	2
OG0031411	0	0	1	1	0	0	2
OG0031412	0	0	2	0	0	0	2
OG0031413	0	0	1	1	0	0	2
OG0031414	0	0	1	1	0	0	2
OG0031415	0	0	1	1	0	0	2
OG0031416	0	0	2	0	0	0	2
OG0031417	0	0	1	1	0	0	2
OG0031418	0	0	1	0	0	1	2
OG0031419	0	0	1	1	0	0	2
OG0031420	0	0	1	1	0	0	2
OG0031421	0	0	1	1	0	0	2
OG0031422	0	0	1	1	0	0	2
OG0031423	0	0	2	0	0	0	2
OG0031424	0	0	1	0	1	0	2
OG0031425	0	0	2	0	0	0	2
OG0031426	0	0	1	1	0	0	2
OG0031427	0	0	2	0	0	0	2
OG0031428	0	0	1	1	0	0	2
OG0031429	0	0	1	1	0	0	2
OG0031430	0	0	1	1	0	0	2
OG0031431	0	0	1	1	0	0	2
OG0031432	0	0	2	0	0	0	2
OG0031433	0	0	1	1	0	0	2
OG0031434	0	0	2	0	0	0	2
OG0031435	0	0	2	0	0	0	2
OG0031436	0	0	2	0	0	0	2
OG0031437	0	0	1	1	0	0	2
OG0031438	0	0	1	0	0	1	2
OG0031439	0	0	1	0	0	1	2
OG0031440	0	0	1	1	0	0	2
OG0031441	0	0	1	1	0	0	2
OG0031442	0	0	2	0	0	0	2
OG0031443	0	0	2	0	0	0	2
OG0031444	0	0	1	1	0	0	2
OG0031445	0	0	1	1	0	0	2
OG0031446	0	0	1	1	0	0	2
OG0031447	0	0	2	0	0	0	2
OG0031448	0	0	1	1	0	0	2
OG0031449	0	0	1	1	0	0	2
OG0031450	0	0	1	0	0	1	2
OG0031451	0	0	1	1	0	0	2
OG0031452	0	0	1	1	0	0	2
OG0031453	0	0	1	1	0	0	2
OG0031454	0	0	2	0	0	0	2
OG0031455	0	0	2	0	0	0	2
OG0031456	0	0	1	1	0	0	2
OG0031457	0	0	2	0	0	0	2
OG0031458	0	0	1	0	0	1	2
OG0031459	0	0	1	1	0	0	2
OG0031460	0	0	1	1	0	0	2
OG0031461	0	0	1	1	0	0	2
OG0031462	0	0	1	1	0	0	2
OG0031463	0	0	2	0	0	0	2
OG0031464	0	0	2	0	0	0	2
OG0031465	0	0	1	1	0	0	2
OG0031466	0	0	2	0	0	0	2
OG0031467	0	0	1	1	0	0	2
OG0031468	0	0	1	1	0	0	2
OG0031469	0	0	1	1	0	0	2
OG0031470	0	0	1	1	0	0	2
OG0031471	0	0	1	1	0	0	2
OG0031472	0	0	1	1	0	0	2
OG0031473	0	0	1	1	0	0	2
OG0031474	0	0	2	0	0	0	2
OG0031475	0	0	1	1	0	0	2
OG0031476	0	0	1	1	0	0	2
OG0031477	0	0	1	1	0	0	2
OG0031478	0	0	2	0	0	0	2
OG0031479	0	0	1	1	0	0	2
OG0031480	0	0	1	1	0	0	2
OG0031481	0	0	1	1	0	0	2
OG0031482	0	0	1	1	0	0	2
OG0031483	0	0	1	1	0	0	2
OG0031484	0	0	1	1	0	0	2
OG0031485	0	0	1	1	0	0	2
OG0031486	0	0	2	0	0	0	2
OG0031487	0	0	2	0	0	0	2
OG0031488	0	0	1	1	0	0	2
OG0031489	0	0	2	0	0	0	2
OG0031490	0	0	2	0	0	0	2
OG0031491	0	0	2	0	0	0	2
OG0031492	0	0	1	0	0	1	2
OG0031493	0	0	2	0	0	0	2
OG0031494	0	0	1	1	0	0	2
OG0031495	0	0	2	0	0	0	2
OG0031496	0	0	2	0	0	0	2
OG0031497	0	0	2	0	0	0	2
OG0031498	0	0	1	1	0	0	2
OG0031499	0	0	1	1	0	0	2
OG0031500	0	0	1	1	0	0	2
OG0031501	0	0	1	1	0	0	2
OG0031502	0	0	2	0	0	0	2
OG0031503	0	0	2	0	0	0	2
OG0031504	0	0	1	1	0	0	2
OG0031505	0	0	2	0	0	0	2
OG0031506	0	0	1	1	0	0	2
OG0031507	0	0	1	1	0	0	2
OG0031508	0	0	2	0	0	0	2
OG0031509	0	0	1	1	0	0	2
OG0031510	0	0	1	0	1	0	2
OG0031511	0	0	2	0	0	0	2
OG0031512	0	0	1	0	1	0	2
OG0031513	0	0	2	0	0	0	2
OG0031514	0	0	1	1	0	0	2
OG0031515	0	0	2	0	0	0	2
OG0031516	0	0	1	1	0	0	2
OG0031517	0	0	1	1	0	0	2
OG0031518	0	0	1	1	0	0	2
OG0031519	0	0	1	1	0	0	2
OG0031520	0	0	2	0	0	0	2
OG0031521	0	0	1	1	0	0	2
OG0031522	0	0	1	1	0	0	2
OG0031523	0	0	1	1	0	0	2
OG0031524	0	0	1	1	0	0	2
OG0031525	0	0	1	0	1	0	2
OG0031526	0	0	1	1	0	0	2
OG0031527	0	0	1	1	0	0	2
OG0031528	0	0	2	0	0	0	2
OG0031529	0	0	2	0	0	0	2
OG0031530	0	0	1	1	0	0	2
OG0031531	0	0	1	1	0	0	2
OG0031532	0	0	1	1	0	0	2
OG0031533	0	0	1	0	1	0	2
OG0031534	0	0	2	0	0	0	2
OG0031535	0	0	1	1	0	0	2
OG0031536	0	0	1	1	0	0	2
OG0031537	0	0	1	1	0	0	2
OG0031538	0	0	1	0	0	1	2
OG0031539	0	0	1	1	0	0	2
OG0031540	0	0	1	1	0	0	2
OG0031541	0	0	1	0	1	0	2
OG0031542	0	0	2	0	0	0	2
OG0031543	0	0	1	1	0	0	2
OG0031544	0	0	2	0	0	0	2
OG0031545	0	0	2	0	0	0	2
OG0031546	0	0	1	0	0	1	2
OG0031547	0	0	2	0	0	0	2
OG0031548	0	0	2	0	0	0	2
OG0031549	0	0	1	1	0	0	2
OG0031550	0	0	1	1	0	0	2
OG0031551	0	0	1	1	0	0	2
OG0031552	0	0	1	1	0	0	2
OG0031553	0	0	1	1	0	0	2
OG0031554	0	0	1	1	0	0	2
OG0031555	0	0	1	1	0	0	2
OG0031556	0	0	2	0	0	0	2
OG0031557	0	0	1	1	0	0	2
OG0031558	0	0	2	0	0	0	2
OG0031559	0	0	1	1	0	0	2
OG0031560	0	0	1	0	1	0	2
OG0031561	0	0	1	1	0	0	2
OG0031562	0	0	1	1	0	0	2
OG0031563	0	0	1	1	0	0	2
OG0031564	0	0	1	1	0	0	2
OG0031565	0	0	1	1	0	0	2
OG0031566	0	0	2	0	0	0	2
OG0031567	0	0	2	0	0	0	2
OG0031568	0	0	1	1	0	0	2
OG0031569	0	0	2	0	0	0	2
OG0031570	0	0	2	0	0	0	2
OG0031571	0	0	1	0	0	1	2
OG0031572	0	0	1	1	0	0	2
OG0031573	0	0	1	0	0	1	2
OG0031574	0	0	1	1	0	0	2
OG0031575	0	0	2	0	0	0	2
OG0031576	0	0	2	0	0	0	2
OG0031577	0	0	2	0	0	0	2
OG0031578	0	0	1	1	0	0	2
OG0031579	0	0	2	0	0	0	2
OG0031580	0	0	2	0	0	0	2
OG0031581	0	0	1	1	0	0	2
OG0031582	0	0	1	1	0	0	2
OG0031583	0	0	2	0	0	0	2
OG0031584	0	0	2	0	0	0	2
OG0031585	0	0	1	1	0	0	2
OG0031586	0	0	1	1	0	0	2
OG0031587	0	0	1	1	0	0	2
OG0031588	0	0	2	0	0	0	2
OG0031589	0	0	1	0	1	0	2
OG0031590	0	0	2	0	0	0	2
OG0031591	0	0	1	1	0	0	2
OG0031592	0	0	1	1	0	0	2
OG0031593	0	0	2	0	0	0	2
OG0031594	0	0	1	1	0	0	2
OG0031595	0	0	2	0	0	0	2
OG0031596	0	0	1	1	0	0	2
OG0031597	0	0	1	1	0	0	2
OG0031598	0	0	2	0	0	0	2
OG0031599	0	0	2	0	0	0	2
OG0031600	0	0	1	1	0	0	2
OG0031601	0	0	1	0	0	1	2
OG0031602	0	0	1	1	0	0	2
OG0031603	0	0	1	1	0	0	2
OG0031604	0	0	1	1	0	0	2
OG0031605	0	0	2	0	0	0	2
OG0031606	0	0	1	0	0	1	2
OG0031607	0	0	1	1	0	0	2
OG0031608	0	0	2	0	0	0	2
OG0031609	0	0	2	0	0	0	2
OG0031610	0	0	1	1	0	0	2
OG0031611	0	0	1	1	0	0	2
OG0031612	0	0	1	1	0	0	2
OG0031613	0	0	1	1	0	0	2
OG0031614	0	0	1	1	0	0	2
OG0031615	0	0	1	1	0	0	2
OG0031616	0	0	1	1	0	0	2
OG0031617	0	0	1	1	0	0	2
OG0031618	0	0	1	1	0	0	2
OG0031619	0	0	2	0	0	0	2
OG0031620	0	0	2	0	0	0	2
OG0031621	0	0	1	1	0	0	2
OG0031622	0	0	1	1	0	0	2
OG0031623	0	0	2	0	0	0	2
OG0031624	0	0	1	1	0	0	2
OG0031625	0	0	2	0	0	0	2
OG0031626	0	0	2	0	0	0	2
OG0031627	0	0	1	0	0	1	2
OG0031628	0	0	2	0	0	0	2
OG0031629	0	0	1	0	1	0	2
OG0031630	0	0	2	0	0	0	2
OG0031631	0	0	1	1	0	0	2
OG0031632	0	0	2	0	0	0	2
OG0031633	0	0	2	0	0	0	2
OG0031634	0	0	1	1	0	0	2
OG0031635	0	0	1	1	0	0	2
OG0031636	0	0	1	1	0	0	2
OG0031637	0	0	1	1	0	0	2
OG0031638	0	0	1	1	0	0	2
OG0031639	0	0	1	0	0	1	2
OG0031640	0	0	2	0	0	0	2
OG0031641	0	0	1	1	0	0	2
OG0031642	0	0	2	0	0	0	2
OG0031643	0	0	1	1	0	0	2
OG0031644	0	0	2	0	0	0	2
OG0031645	0	0	2	0	0	0	2
OG0031646	0	0	2	0	0	0	2
OG0031647	0	0	1	1	0	0	2
OG0031648	0	0	1	1	0	0	2
OG0031649	0	0	2	0	0	0	2
OG0031650	0	0	2	0	0	0	2
OG0031651	0	0	1	1	0	0	2
OG0031652	0	0	1	1	0	0	2
OG0031653	0	0	2	0	0	0	2
OG0031654	0	0	2	0	0	0	2
OG0031655	0	0	2	0	0	0	2
OG0031656	0	0	2	0	0	0	2
OG0031657	0	0	1	1	0	0	2
OG0031658	0	0	1	1	0	0	2
OG0031659	0	0	1	1	0	0	2
OG0031660	0	0	2	0	0	0	2
OG0031661	0	0	1	1	0	0	2
OG0031662	0	0	2	0	0	0	2
OG0031663	0	0	1	1	0	0	2
OG0031664	0	0	2	0	0	0	2
OG0031665	0	0	2	0	0	0	2
OG0031666	0	0	1	0	1	0	2
OG0031667	0	0	1	1	0	0	2
OG0031668	0	0	1	1	0	0	2
OG0031669	0	0	1	1	0	0	2
OG0031670	0	0	1	1	0	0	2
OG0031671	0	0	1	1	0	0	2
OG0031672	0	0	1	1	0	0	2
OG0031673	0	0	1	0	0	1	2
OG0031674	0	0	1	1	0	0	2
OG0031675	0	0	2	0	0	0	2
OG0031676	0	0	2	0	0	0	2
OG0031677	0	0	2	0	0	0	2
OG0031678	0	0	2	0	0	0	2
OG0031679	0	0	2	0	0	0	2
OG0031680	0	0	1	1	0	0	2
OG0031681	0	0	1	0	1	0	2
OG0031682	0	0	1	0	1	0	2
OG0031683	0	0	1	1	0	0	2
OG0031684	0	0	1	1	0	0	2
OG0031685	0	0	2	0	0	0	2
OG0031686	0	0	1	1	0	0	2
OG0031687	0	0	2	0	0	0	2
OG0031688	0	0	2	0	0	0	2
OG0031689	0	0	1	1	0	0	2
OG0031690	0	0	2	0	0	0	2
OG0031691	0	0	2	0	0	0	2
OG0031692	0	0	1	1	0	0	2
OG0031693	0	0	1	1	0	0	2
OG0031694	0	0	2	0	0	0	2
OG0031695	0	0	1	1	0	0	2
OG0031696	0	0	1	0	1	0	2
OG0031697	0	0	1	1	0	0	2
OG0031698	0	0	1	1	0	0	2
OG0031699	0	0	1	1	0	0	2
OG0031700	0	0	2	0	0	0	2
OG0031701	0	0	1	1	0	0	2
OG0031702	0	0	1	1	0	0	2
OG0031703	0	0	1	1	0	0	2
OG0031704	0	0	2	0	0	0	2
OG0031705	0	0	1	1	0	0	2
OG0031706	0	0	2	0	0	0	2
OG0031707	0	0	1	1	0	0	2
OG0031708	0	0	2	0	0	0	2
OG0031709	0	0	1	1	0	0	2
OG0031710	0	0	1	1	0	0	2
OG0031711	0	0	1	0	1	0	2
OG0031712	0	0	1	1	0	0	2
OG0031713	0	0	1	1	0	0	2
OG0031714	0	0	1	1	0	0	2
OG0031715	0	0	2	0	0	0	2
OG0031716	0	0	1	0	0	1	2
OG0031717	0	0	1	1	0	0	2
OG0031718	0	0	1	1	0	0	2
OG0031719	0	0	1	1	0	0	2
OG0031720	0	0	2	0	0	0	2
OG0031721	0	0	1	1	0	0	2
OG0031722	0	0	1	1	0	0	2
OG0031723	0	0	1	1	0	0	2
OG0031724	0	0	1	1	0	0	2
OG0031725	0	0	2	0	0	0	2
OG0031726	0	0	2	0	0	0	2
OG0031727	0	0	1	1	0	0	2
OG0031728	0	0	1	1	0	0	2
OG0031729	0	0	1	0	0	1	2
OG0031730	0	0	1	1	0	0	2
OG0031731	0	0	2	0	0	0	2
OG0031732	0	0	1	1	0	0	2
OG0031733	0	0	2	0	0	0	2
OG0031734	0	0	1	0	0	1	2
OG0031735	0	0	1	1	0	0	2
OG0031736	0	0	2	0	0	0	2
OG0031737	0	0	2	0	0	0	2
OG0031738	0	0	2	0	0	0	2
OG0031739	0	0	1	1	0	0	2
OG0031740	0	0	2	0	0	0	2
OG0031741	0	0	1	1	0	0	2
OG0031742	0	0	1	1	0	0	2
OG0031743	0	0	2	0	0	0	2
OG0031744	0	0	2	0	0	0	2
OG0031745	0	0	1	1	0	0	2
OG0031746	0	0	1	1	0	0	2
OG0031747	0	0	2	0	0	0	2
OG0031748	0	0	1	1	0	0	2
OG0031749	0	0	1	1	0	0	2
OG0031750	0	0	2	0	0	0	2
OG0031751	0	0	1	1	0	0	2
OG0031752	0	0	1	1	0	0	2
OG0031753	0	0	1	1	0	0	2
OG0031754	0	0	1	1	0	0	2
OG0031755	0	0	1	1	0	0	2
OG0031756	0	0	1	1	0	0	2
OG0031757	0	0	1	0	1	0	2
OG0031758	0	0	2	0	0	0	2
OG0031759	0	0	2	0	0	0	2
OG0031760	0	0	1	0	0	1	2
OG0031761	0	0	2	0	0	0	2
OG0031762	0	0	2	0	0	0	2
OG0031763	0	0	1	1	0	0	2
OG0031764	0	0	2	0	0	0	2
OG0031765	0	0	1	1	0	0	2
OG0031766	0	0	1	1	0	0	2
OG0031767	0	0	1	1	0	0	2
OG0031768	0	0	2	0	0	0	2
OG0031769	0	0	2	0	0	0	2
OG0031770	0	0	2	0	0	0	2
OG0031771	0	0	1	1	0	0	2
OG0031772	0	0	1	1	0	0	2
OG0031773	0	0	1	1	0	0	2
OG0031774	0	0	1	1	0	0	2
OG0031775	0	0	1	1	0	0	2
OG0031776	0	0	1	1	0	0	2
OG0031777	0	0	2	0	0	0	2
OG0031778	0	0	1	1	0	0	2
OG0031779	0	0	1	1	0	0	2
OG0031780	0	0	1	1	0	0	2
OG0031781	0	0	2	0	0	0	2
OG0031782	0	0	1	1	0	0	2
OG0031783	0	0	1	1	0	0	2
OG0031784	0	0	2	0	0	0	2
OG0031785	0	0	1	1	0	0	2
OG0031786	0	0	2	0	0	0	2
OG0031787	0	0	1	1	0	0	2
OG0031788	0	0	1	1	0	0	2
OG0031789	0	0	1	0	1	0	2
OG0031790	0	0	1	1	0	0	2
OG0031791	0	0	1	1	0	0	2
OG0031792	0	0	2	0	0	0	2
OG0031793	0	0	1	1	0	0	2
OG0031794	0	0	2	0	0	0	2
OG0031795	0	0	1	1	0	0	2
OG0031796	0	0	1	1	0	0	2
OG0031797	0	0	2	0	0	0	2
OG0031798	0	0	2	0	0	0	2
OG0031799	0	0	1	1	0	0	2
OG0031800	0	0	2	0	0	0	2
OG0031801	0	0	1	1	0	0	2
OG0031802	0	0	1	1	0	0	2
OG0031803	0	0	1	1	0	0	2
OG0031804	0	0	2	0	0	0	2
OG0031805	0	0	2	0	0	0	2
OG0031806	0	0	2	0	0	0	2
OG0031807	0	0	1	1	0	0	2
OG0031808	0	0	1	0	0	1	2
OG0031809	0	0	1	1	0	0	2
OG0031810	0	0	2	0	0	0	2
OG0031811	0	0	2	0	0	0	2
OG0031812	0	0	1	1	0	0	2
OG0031813	0	0	1	1	0	0	2
OG0031814	0	0	1	1	0	0	2
OG0031815	0	0	2	0	0	0	2
OG0031816	0	0	1	1	0	0	2
OG0031817	0	0	1	1	0	0	2
OG0031818	0	0	1	1	0	0	2
OG0031819	0	0	1	1	0	0	2
OG0031820	0	0	1	1	0	0	2
OG0031821	0	0	1	1	0	0	2
OG0031822	0	0	2	0	0	0	2
OG0031823	0	0	1	1	0	0	2
OG0031824	0	0	1	1	0	0	2
OG0031825	0	0	1	1	0	0	2
OG0031826	0	0	2	0	0	0	2
OG0031827	0	0	1	1	0	0	2
OG0031828	0	0	2	0	0	0	2
OG0031829	0	0	1	1	0	0	2
OG0031830	0	0	1	1	0	0	2
OG0031831	0	0	2	0	0	0	2
OG0031832	0	0	2	0	0	0	2
OG0031833	0	0	1	1	0	0	2
OG0031834	0	0	1	1	0	0	2
OG0031835	0	0	1	1	0	0	2
OG0031836	0	0	2	0	0	0	2
OG0031837	0	0	1	1	0	0	2
OG0031838	0	0	2	0	0	0	2
OG0031839	0	0	1	0	0	1	2
OG0031840	0	0	2	0	0	0	2
OG0031841	0	0	1	0	0	1	2
OG0031842	0	0	1	1	0	0	2
OG0031843	0	0	1	1	0	0	2
OG0031844	0	0	1	1	0	0	2
OG0031845	0	0	1	0	0	1	2
OG0031846	0	0	1	1	0	0	2
OG0031847	0	0	1	1	0	0	2
OG0031848	0	0	2	0	0	0	2
OG0031849	0	0	1	1	0	0	2
OG0031850	0	0	2	0	0	0	2
OG0031851	0	0	1	1	0	0	2
OG0031852	0	0	2	0	0	0	2
OG0031853	0	0	2	0	0	0	2
OG0031854	0	0	2	0	0	0	2
OG0031855	0	0	2	0	0	0	2
OG0031856	0	0	1	1	0	0	2
OG0031857	0	0	1	0	1	0	2
OG0031858	0	0	1	1	0	0	2
OG0031859	0	0	2	0	0	0	2
OG0031860	0	0	1	1	0	0	2
OG0031861	0	0	1	1	0	0	2
OG0031862	0	0	1	1	0	0	2
OG0031863	0	0	1	1	0	0	2
OG0031864	0	0	1	1	0	0	2
OG0031865	0	0	1	1	0	0	2
OG0031866	0	0	1	1	0	0	2
OG0031867	0	0	1	1	0	0	2
OG0031868	0	0	1	1	0	0	2
OG0031869	0	0	1	1	0	0	2
OG0031870	0	0	1	1	0	0	2
OG0031871	0	0	1	1	0	0	2
OG0031872	0	0	1	1	0	0	2
OG0031873	0	0	2	0	0	0	2
OG0031874	0	0	1	1	0	0	2
OG0031875	0	0	1	1	0	0	2
OG0031876	0	0	2	0	0	0	2
OG0031877	0	0	2	0	0	0	2
OG0031878	0	0	1	0	0	1	2
OG0031879	0	0	1	1	0	0	2
OG0031880	0	0	2	0	0	0	2
OG0031881	0	0	1	1	0	0	2
OG0031882	0	0	1	1	0	0	2
OG0031883	0	0	1	1	0	0	2
OG0031884	0	0	1	1	0	0	2
OG0031885	0	0	1	0	1	0	2
OG0031886	0	0	2	0	0	0	2
OG0031887	0	0	2	0	0	0	2
OG0031888	0	0	2	0	0	0	2
OG0031889	0	0	2	0	0	0	2
OG0031890	0	0	1	1	0	0	2
OG0031891	0	0	2	0	0	0	2
OG0031892	0	0	1	1	0	0	2
OG0031893	0	0	2	0	0	0	2
OG0031894	0	0	1	1	0	0	2
OG0031895	0	0	1	1	0	0	2
OG0031896	0	0	1	0	0	1	2
OG0031897	0	0	1	1	0	0	2
OG0031898	0	0	2	0	0	0	2
OG0031899	0	0	1	0	1	0	2
OG0031900	0	0	1	1	0	0	2
OG0031901	0	0	1	1	0	0	2
OG0031902	0	0	1	0	0	1	2
OG0031903	0	0	1	1	0	0	2
OG0031904	0	0	1	1	0	0	2
